Store name, number of reviews, consumption, main cuisine, address, detail link, detail rating, business hours
Gourmeeting Chef's Private Kitchen (Changlong Branch), 185,617, Private Kitchen Cuisine, Changlong/Nancun, https://www.dianping.com/shop/l6icJOYovXhPMf2H, Taste: 8.0 Environment: 7.9 Service: 7.9, Monday to Sunday Day 11:00-14:30 17:00-22:00
Guangdong Daozheng Private Kitchen (Dongshan Hotel Branch), 242,397, Private Kitchen, Dongshankou/Nonglinxia Road, https://www.dianping.com/shop/H4nfoiWdPzohRbwO, Taste: 8.1 Environment: 8.2 Service: 7.7, Monday to Sunday 11:00-14:30 17:00-22:00
Fulin Flame Goose, 261,82, Farm Cuisine, Pearl River Old Town, https://www.dianping.com/shop/G857kSmTYRwfiPMy, Taste: 7.6 Environment: 7.3 Service: 7.4, Monday to Sunday 10:30-14: 3016:30-21:30
Helexuan, 70,70, Private Kitchen, Huashan, https://www.dianping.com/shop/k5ITJF1mHeRGa2w0, Taste: 7.4 Environment: 7.4 Service: 7.4, Monday to Sunday 10:00-14:0017:00 -21:00
Fudu Farm, 65,59, Farm Cuisine, Zengcheng District, https://www.dianping.com/shop/H9zgLXijtKCwZhls, Taste: 7.3 Environment: 7.2 Service: 7.2, Monday to Sunday 10:00-21:30
Xiangmeizi (Luogang store), 49,74, Hunan cuisine, Central City, https://www.dianping.com/shop/k9dIysltdJEGFyRX, Taste: 7.4 Environment: 7.3 Service: 7.3, Monday to Sunday 11:00-22 :30
Xiyue Yuzhuang (Jiulong Lake Store), 915, 67, Private Kitchen, Huadu District, https://www.dianping.com/shop/G8iewyso9Ka2sls0, Taste: 8.0 Environment: 7.3 Service: 7.8, Monday to Sunday 10 :00-14:0016:00-21:00
Tianya Charcoal BBQ Meat·Craft Brew (Lizhi Cultural Park Store), 747,86, Fusion Barbecue, Phoenix City, https://www.dianping.com/shop/Hau3s1fW2xdPzHPl, Taste: 8.1 Environment: 8.3 Service: 8.0, Monday to Sunday 17:00-02:30
Chengxianghui (Xiongfengcheng store), 622,69, Hunan cuisine, Zhongcun, https://www.dianping.com/shop/H5cvndaiBOWL1mx9, Taste: 9.0 Environment: 9.0 Service: 9.0, Monday to Sunday 11:00 -21:00
Walaida (Poly Time Store), 664,84, Hunan cuisine, Huangbian, https://www.dianping.com/shop/H1qoJLUOwf6xsRpq, Taste: 9.0 Environment: 9.0 Service: 8.9, Monday to Sunday 11:00 -21:30
Daniang Xiangchu (Dayuan Branch), 458,54, Hunan Cuisine, Taihe Town, https://www.dianping.com/shop/l1LHKzf8H1mMhXNc, Taste: 9.0 Environment: 8.9 Service: 8.9, Monday to Sunday 11:00 -14:0017:00-21:00
Yifan Xiangxu (Baiyun Poly Design City Store), 665, 64, Hunan cuisine, Huangbian, https://www.dianping.com/shop/l8QL4Yr1DjOj7JRH, Taste: 9.0 Environment: 9.0 Service: 9.0, Monday to Sunday 10:30-21:00
Granary Pork and Chili Soup Restaurant, 92,62, Farm Cuisine, Jiangpu, https://www.dianping.com/shop/iHAR36gBeYVlz0NT, Taste: 7.8 Environment: 7.7 Service: 7.8, Monday to Sunday 11:00-14: 0017:30-21:00
Hanbang Wasabi BBQ·Freshly Ground Wasabi (Yuanjing Road Store), 841,91, Korean BBQ, along Airport Road, https://www.dianping.com/shop/G99a6bwp34aeBe9W, Taste: 9.0 Environment: 9.0 Service: 8.8, Monday to Sunday 11:00-23:00
Wangu stall? Sexy Thai food? Thai food :8.6 Service:8.8, Monday to Sunday 11:30-14:3017:30-01:00
Mapu Carbon Barbeque (Zhengjia Trend Store), 667,95, Korean Barbeque, Zhengjia Plaza, https://www.dianping.com/shop/H4A5AL8M4O43qsZz, Taste: 8.7 Environment: 8.5 Service: 8.8, Monday to Sunday 11 :00-24:00
Xiangxi Xiaoyao·Xiao Chuan BBQ (Ke Cun Branch), 1353,81, Kebab, Ke Cun/Chigang, https://www.dianping.com/shop/ka8SRfoTSXxvF4Lz, Taste: 9.0 Environment: 8.6 Service: 8.7, Monday to Sunday 17:30-02:00
Jianghu BBQ Bistro·Grilled Fish·Beef Offal Late Night Supper, 345,95, Kebabs, Huanshi East Road/Ouzhuang, https://www.dianping.com/shop/l8ughhljjNUfRB1t, Taste: 8.9 Environment: 8.7 Service: 8.8 , Monday to Sunday 17:30-02:00
Hometown BBQ Shop No. 2, 108,86, skewers, along Airport Road, https://www.dianping.com/shop/Hac6Aiv6qNI2rubU, taste: 7.8 Environment: 7.5 Service: 7.7, Monday to Sunday 17:00 -02:00
No. 1 East Street·Shao Bird Beer (Dongfang International Store), 79,65, fusion barbecue, Tangxia, https://www.dianping.com/shop/G9LunimiulUJO33w, Taste: 7.7 Environment: 7.6 Service: 7.6, Monday to Sunday 17:00-02:00
Gao Zhuqiang·Fresh Mutton Skewers (Shipai East Store), 112,67, Kebabs, Shipai/Bainaohui, https://www.dianping.com/shop/l9jaSd59MQfDOVox, Taste: 7.7 Environment: 7.6 Service: 7.7, Monday to Sunday 12:00-05:00
Youxijia·Korean unlimited barbecue (Tianhe store), 33,70, Korean barbecue, Tianhe City/Sports Center, https://www.dianping.com/shop/H1squO8OVxGCYTYw, Taste: 7.2 Environment: 7.5 Service: 7.5 , Monday to Sunday 11:30-14:0017:30-22:00
Waxiang (Yuncheng Duhui Store), 725, 81, Hunan Cuisine, Sanyuanli, https://www.dianping.com/shop/l5OJDLxnM8vjHpeU, Taste: 9.0 Environment: 8.9 Service: 8.9, Monday to Sunday 11: 00-21:30
There is a broken shop, 162,67, skewers, East District of Development Zone, https://www.dianping.com/shop/H91rbbadAIdKmyHX, Taste: 8.4 Environment: 8.5 Service: 8.2, Monday to Sunday 17:00-03: 00
Yang Xiaochuan (Dashi store), 115,105, grilled skewers, Dashi, https://www.dianping.com/shop/k163WWg0oGEO9OW2, Taste: 7.7 Environment: 8.2 Service: 8.0, Monday to Sunday 18:00-06:00
Frog Xiaoxia (Panyu Wanmin City Store), 1019,81, Hunan cuisine, Dashi, https://www.dianping.com/shop/HavMw72RB7w01bRp, Taste: 9.2 Environment: 9.2 Service: 9.2, Monday to Sunday 11:00- 21:30
Yifan Xiangxu (Tianhe Smart City Store), 1399,74, Hunan cuisine, Xiaoxintang, https://www.dianping.com/shop/k32AR1E51hLDNfQ4, Taste: 9.0 Environment: 9.0 Service: 9.0, Monday to Sunday 11 :00-14:0017:00-21:00
Dongting Local Cuisine Restaurant (Guangyuan East Branch), 1347,80, Hunan Cuisine, Shahe/Tianpingjia/Meihua Garden, https://www.dianping.com/shop/l9PhUGDXCDcpW6gp, Taste: 8.9 Environment: 8.5 Service: 8.5, Monday to Sunday 11:00-14:0017:00-21:30
Dianbanzhou (Zhanqian Road Store), 1531,76, Hunan Cuisine, Railway Station/Renmin North Road, https://www.dianping.com/shop/H2QfB1QDKyukEByy, Taste: 8.4 Environment: 8.8 Service: 8.5, Monday to Sunday Sunday 11:00-21:30
GOAT Goat · North American Sports Bar, 417,144, Specialties, Chimelong/Nancun, https://www.dianping.com/shop/l9VK3HedWCyZjlUP, Taste: 7.7 Environment: 8.3 Service: 7.9, Monday to Sunday 11:30- 01:00
Xita Old Lady · Tandoor BBQ (Haizhu Wanda Store), 3567,133, Korean BBQ, Kecun/Chigang, https://www.dianping.com/shop/la09yEGTtg7oqO9P, Taste: 8.7 Environment: 8.8 Service: 8.9 , Saturday and Sunday 10:30-15:0016:30-24:00 Monday to Friday 10:30-14:0016:30-24:00
Meet Xiang·Authentic Hunan Cuisine (Luoxi Store), 1898,79, Hunan Cuisine, Luoxi, https://www.dianping.com/shop/Eeqm9nh050kvMGNa, Taste: 9.2 Environment: 9.1 Service: 9.1, Monday to Sunday 11 :00-15:0017:00-21:00
Weipai Caiyuanzi·Hunan Cuisine (Train Station Store), 196,60, Hunan Cuisine, Railway Station/Renmin North Road, https://www.dianping.com/shop/l2tsvcluNMIIfneX, Taste: 8.8 Environment: 8.6 Service: 8.8, Monday to Sunday 11:00-14:0017:00-21:30
Taowa (University Town Store), 434,62, Hunan Cuisine, University Town, https://www.dianping.com/shop/H3yI2ilGHb0HqD9p, Taste: 8.7 Environment: 8.9 Service: 8.7, Monday to Sunday 11:00-14 :3017:00-21:30
Muslim Restaurant·Black Gongyang Xinjiang Cuisine (Rhehe Store), 206,83, special dishes, Jiahe/Rhehe, https://www.dianping.com/shop/l3j2sQG1OuZzpwhw, Taste: 7.6 Environment: 7.5 Service: 7.6, Monday to Sunday 09:30-02:00
Yuchaoxuan Private Kitchen·Exclusive customization of Chaoshan cuisine, 540,214, private cuisine, Zhongshan Qiba Road, https://www.dianping.com/shop/jednuFlNUSwpGMty, taste: 7.5 Environment: 7.6 Service: 7.4, Monday to Sunday 11:00-14:0017:00-21:30
Hanyangting Buffet Barbecue (Taihe Jinbo Tiandi Store), 1785,83, Buffet, Taihe Town, https://www.dianping.com/shop/k6uJY6M0zfQRYiVn, Taste: 8.7 Environment: 9.0 Service: 8.9, Monday to Sunday Sunday 11:00-22:00
Lao Ma Qiao·New Hunan Cuisine (Huagang Store), 4919,94, Hunan Cuisine, Tianhe Park/Shangshe, https://www.dianping.com/shop/EGxFVO5TdtNHvHZY, Taste: 9.1 Environment: 9.2 Service: 9.1, Monday to Sunday 11:00-14:00 17:00-21:00
Qiafan·Lao Changsha Shijing Cuisine (Junjing Branch), 779,75, Hunan Cuisine, Tangxia, https://www.dianping.com/shop/G9KAA6c4DlucvkGt, Taste: 8.6 Environment: 8.5 Service: 8.6, Monday to Sunday 11:00-14:3017:00-22:00
Walaida (Huacheng Huinan District Store), 5862,84, Hunan Cuisine, Zhujiang New Town, https://www.dianping.com/shop/G9zhnb75FsKILzCf, Taste: 8.6 Environment: 8.5 Service: 8.7, Monday to Sunday 11: 00-21:00
Walaida (Tianhe Vanke Store), 2782,82, Hunan Cuisine, Xiaoxintang, https://www.dianping.com/shop/H4j6XypQTXYOVCvC, Taste: 8.7 Environment: 8.6 Service: 8.6, Monday to Thursday 11:00 -21:00 Friday to Sunday 11:00-21:30
Romance of Hunan·Chopped Pepper Fish Head (Huadu Store), 541,77, Hunan Cuisine, Xiliden Food Style Street, https://www.dianping.com/shop/l883WmrvRV0s8skP, Taste: 8.6 Environment: 8.9 Service: 8.6 , Monday to Sunday 11:00-14:30 16:30-21:30
Le Xiaoyuan Billiards Casual Dining Bar, 50,52, Specialties, Wangcun/He Tangxia, https://www.dianping.com/shop/l9PoOne8LvnuWpgt, Taste: 7.6 Environment: 7.6 Service: 7.6, Monday to Sunday 11:00-02:00
Fengting Farm Cuisine·Supper, 49,58, Farm Cuisine, Bishui Bay/Bishui New Village, https://www.dianping.com/shop/kart192JTHvmIxxj, Taste: 7.6 Environment: 7.5 Service: 7.6, Monday to Sunday 10 :00-01:00
Shanxiang Farm·Self-grown Farm Food·Shanxi Slim Fish, 127,59, Farm Food, Conghua District, https://www.dianping.com/shop/k30kmu20lQjhVMu2, Taste: 7.6 Environment: 7.6 Service: 7.6, Monday to Sunday 09:00-22:00
Dongbei Lane Northeastern Cuisine·BBQ Music Bistro (Dynamic Xiaoxiguan Branch), 154,60, home cooking, Zhongshan Qiba Road, https://www.dianping.com/shop/l76J7rERBNRXQNc0, Taste: 7.8 Environment: 7.7 Service: 7.8, Monday to Sunday 10:00-14:0016:30-02:00
Jiushi Barbecue (Panyu Changlong Store), 1482,81, Fusion Barbeque, Changlong/Nancun, https://www.dianping.com/shop/kaZeqDyQzHgcQWMe, Taste: 8.5 Environment: 8.4 Service: 8.3, Monday to Sunday 11:00-24:00
Hometown Korean Cuisine Charcoal Grill (Yuanjing Road Store), 1371,94, Korean BBQ, along Airport Road, https://www.dianping.com/shop/k6OzwHBEa7TiUyhT, Taste: 8.5 Environment: 8.2 Service: 8.3, Monday to Sunday 10:00-22:30
Xipu Village Charcoal Barbecue, 111,81, Fusion Barbeque, Zhengjia Plaza, https://www.dianping.com/shop/G7E7RioMemM87TTW, Taste: 8.4 Environment: 8.4 Service: 8.4, Monday to Sunday 11:00-24: 00
Lafayette copper stove frog pot (Changlong store), 3104, 80, charcoal hot pot/copper pot, Changlong/Nancun, https://www.dianping.com/shop/H3PxXTvga5W03IzW, taste: 9.1 environment: 9.0 service: 9.1 , Monday to Sunday 10:00-24:00
Hengdi Road·Three dishes and one soup (Shengdi Building Store), 768,69, Hunan cuisine, Tonghe/Jingxi, https://www.dianping.com/shop/kaBb6qd6JspKcY46, Taste: 8.5 Environment: 8.7 Service: 8.7, Monday to Sunday 11:00-14:0017:00-21:00
Haoyue Sip Private Kitchen Cuisine, 15,98, Private Kitchen Cuisine, Yongtai, https://www.dianping.com/shop/k47yi5jGlZU3c50r, Taste: 7.3 Environment: 7.4 Service: 7.4, Monday to Sunday 10:00-22:00
Shiye Jingshe·Exquisite Private Kitchen, 54,304, Private Kitchen, Zhujiang New Town, https://www.dianping.com/shop/l9eS8HFGV69FLZ7F, Taste: 7.4 Environment: 7.5 Service: 7.4, Monday to Sunday 10:00-22 :30
Jinyiwei Farm, 28,59, Farm Cuisine, Conghua District, https://www.dianping.com/shop/GaIvmc8TDickqrHm, Taste: 7.5 Environment: 7.8 Service: 7.7, Monday to Sunday 10:00-22:00
Nan San Shao Barbecue Food Stall (Longdong Branch), 170,71, fusion barbecue, Longdong/Cencun, https://www.dianping.com/shop/G8jqr1VugPGFECIw, Taste: 8.7 Environment: 8.9 Service: 8.4, Monday to Sunday 12:00-02:00
He Mei Spicy Beef (Jiangnanxi Store), 136,75, skewers, Jiangnanxi, https://www.dianping.com/shop/l8WQS09UdZ7YIgE2, Taste: 8.4 Environment: 7.5 Service: 7.7, Monday to Sunday 16 :00-03:00
Journey to Hunan·Excellent Hunan Cuisine (Science City Store), 202,62, Hunan Cuisine, Science City/Luogang Gaodehui, https://www.dianping.com/shop/l9dwaQuJNhFAXsay, Taste: 8.5 Environment: 9.0 Service: 8.9 ,Monday to Sunday 11:00-14:0017:00-21:00
Full of Hunan flavor (Jiahe Wanggang store), 143,74, Hunan cuisine, Jiahe Wanggang, https://www.dianping.com/shop/k9L3nuiXvwTkbkmb, Taste: 8.2 Environment: 8.2 Service: 8.1, Monday to Sunday 10: 00-22:00
Birds, fish and flowers, 149,87, farm cuisine, Jianggao Town, https://www.dianping.com/shop/l6VcVexd6JKHKClJ, Taste: 7.4 Environment: 7.5 Service: 7.4, Monday to Sunday 10:30-21:00
Changjing Farm, 104,52, Farm Cuisine, Zhongluotan, https://www.dianping.com/shop/k9sOxtPfDVLymwYe, Taste: 7.5 Environment: 7.4 Service: 7.5, Monday to Sunday 11:00-14:0017 :00-21:00
Shiqian Restaurant, 151,79, Farm Cuisine, Huadu District, https://www.dianping.com/shop/l87I9eUtPAPBo0mD, Taste: 7.7 Environment: 6.5 Service: 7.0, Monday to Sunday 11:00-20:00
Golden Daoxiang Chicken (Huadu Branch), 97,47, Farm Cuisine, Huadu District, https://www.dianping.com/shop/kaYsev7MD8g0Je0Q, Taste: 7.5 Environment: 7.5 Service: 7.6, Monday to Sunday 11:00-14:0017:00-21:00
Lai Fatty Crab Pot (Shijing International Store), 219,66, Crab Pot, Shijing, https://www.dianping.com/shop/jFHykkT7tSxdXtKc, Taste: 7.6 Environment: 7.6 Service: 7.6, Monday to Sunday 10 :30-22:00
Qian Yicheng Oyster Specialty Store (Xihuan Road Store), 23,72, Seafood, Shiqiao, https://www.dianping.com/shop/k3saSXUUJv8Y3wXn, Taste: 7.4 Environment: 7.2 Service: 7.3, Monday to Sunday 18:00-04:00
Fuluo Hao·Liuzhou Snail Noodles (Jiangnan West Store), 111,15, porridge noodles, along Jiangnan Avenue, https://www.dianping.com/shop/GaLN2bC0OX2fya0W, taste: 7.7 Environment: 8.0 Service: 8.0, Monday to all day sunday
Beixiye Street Street Hotpot (Qingda Plaza Store), 315,60, Seafood Hotpot, Zhongluotan, https://www.dianping.com/shop/k1Oww3TEMh88j3s0, Taste: 7.4 Environment: 7.5 Service: 7.5, Monday to Sunday 10:00-22:00
Binji River Fresh, 120,83, Seafood, Zengcheng District, https://www.dianping.com/shop/l89i7nbFVCXzUAWt, Taste: 7.3 Environment: 7.1 Service: 7.1, Monday to Sunday 09:00-14:0017:00 -21:00
Yushui Bay·Fresh Seafood·Cantonese Cuisine, 739,153, Seafood, Shiqi, https://www.dianping.com/shop/G6zdjRt3s5ZYrNu2, Taste: 7.5 Environment: 7.5 Service: 6.9, Monday to Sunday 07:30-14: 0017:00-21:00
Meizhou Pickled Noodle House (Tonghe Branch), 6, 15, snacks and fast food, Tonghe/Jingxi, https://www.dianping.com/shop/l3oFEELI8Q4gW46O, Taste: 7.1 Environment: 7.0 Service: 7.0, Monday to Sunday 06: 00-21:00
Decent snail noodles, 989,20, porridge noodles, Dashadi, https://www.dianping.com/shop/H4Rs3yhN9SX3yAfd, Taste: 7.6 Environment: 7.7 Service: 7.6, Monday to Sunday 07:00-23: 30
Fenjiayuan (Huangpu Jingu Store), 20, 16, porridge noodles, Science City/Luogang Gaodehui, https://www.dianping.com/shop/HaDPjgL5Wd1Zb2tv, Taste: 7.0 Environment: 7.1 Service: 7.0, none
Xie Xiaojiang, 20, 13, porridge noodles, Tianhe Passenger Station, https://www.dianping.com/shop/l2j4zs35D74KukkV, Taste: 7.1 Environment: 7.0 Service: 7.1, Monday to Sunday 09:00-23:00
Yongji Handmade Bamboo Noodles, 22,16, Porridge Noodles, Liwan District, https://www.dianping.com/shop/H4blq8zXkEJzBevM, Taste: 7.3 Environment: 7.0 Service: 7.2, Monday to Sunday 07:00- 19:00
Quanxi Fresh Oyster Buffet (Panyu Binfenhui Store), 1104,132, Seafood Buffet, Zhongcun, https://www.dianping.com/shop/k3hv6nk0icMbuPJc, Taste: 7.5 Environment: 8.1 Service: 7.7, Monday to Sunday Sunday 11:00-22:00
Luo Wang Ji · Liuzhou Snail Noodles · Open 24 hours (Haizhu store), 50, 11, porridge noodles, along Xingang West Road, https://www.dianping.com/shop/l5qeldhCy9yexSLO, taste: 7.4 environment: 7.4 service :7.5, all day from Monday to Sunday
Luotianxia·Gold Medal Snail Noodles (Eighth Branch), 50, 13, porridge noodles, Living Area/Nangang, https://www.dianping.com/shop/H6YB0Kol2D3YZjVf, Taste: 7.3 Environment: 7.3 Service: 7.3, Monday to Sunday 08:00-03:00
Oyster Happy·Oyster Research Institute (Dongshankou Store), 116,124, Seafood, Dongshankou/Nonglinxia Road, https://www.dianping.com/shop/k8nZEhcPyXpFuBfS, Taste: 9.2 Environment: 8.9 Service: 9.1, Monday to Sunday 11:00-01:00
Happy Garden Fisherman Cuisine, 34,96, Seafood, Zengcheng District, https://www.dianping.com/shop/H2XfxT3haRvpPi02, Taste: 7.3 Environment: 7.1 Service: 7.2, Monday to Sunday 10:00-14:0016: 30-21:30
Haiyami Seafood Music Theme Restaurant, 28,74, Seafood, Longdong/Cencun, https://www.dianping.com/shop/G2Y74kJp0yQ3z7Ru, Taste: 7.2 Environment: 7.3 Service: 7.2, Monday to Sunday 11:00 -24:00
Yumanjiang Seafood Restaurant (Luoxi Xincheng Branch), 782,113, Seafood, Luoxi, https://www.dianping.com/shop/G9NvBjlS4DdxQu2C, Taste: 7.4 Environment: 7.4 Service: 7.0, Monday to Sunday 07:30 -14:3017:00-21:30
Ju Xian Flavor Snail Noodles (Yongtai Store), 365, 16, porridge noodles, Yongtai, https://www.dianping.com/shop/jsnvPatL2D3W1ZBL, Taste: 7.7 Environment: 7.7 Service: 7.4, all day from Monday to Sunday
ROSEPINK snail noodles, 72,18, porridge noodles, Zhongcun, https://www.dianping.com/shop/iZopA9Pjphg5D8Zc, Taste: 7.6 Environment: 7.7 Service: 7.7, Monday to Sunday 11:00-22 :00
Fanxiaoyu·Seafood Hot Pot (Panyu Nancun Store), 401,88, Seafood Hot Pot, Changlong/Nancun, https://www.dianping.com/shop/laQm6DUGxrCQFv2c, Taste: 9.0 Environment: 8.7 Service: 9.0, Monday to Sunday 10:00-14:30 16:30-23:30
Xiyuwan·Steam Seafood (Tiyu West Road Store), 431,124, Seafood, Tianhe City/Tiyu West, https://www.dianping.com/shop/H1YRgeIBqvJhBzE9, Taste: 9.0 Environment: 9.1 Service: 9.0, Monday to Sunday Friday 06:30-14:0017:00-21:30Saturday and Sunday 06:30-21:30
At first, I came to Taiwan Food Stall (Zhujiang New Town Store), 1817,117, Seafood, Xingsheng Road/Horse Racecourse, https://www.dianping.com/shop/H3a6ozgJo3qwalcv, Taste: 8.7 Environment: 8.7 Service: 8.9, Monday to Sunday 12:00-14:0017:00-24:00
Fellow Braised Noodle House (Tanwei Middle Street Store), 7,14, Noodle House, Tanwei/Hesha, https://www.dianping.com/shop/H9qDj6MQUiC85BL8, Taste: 7.0 Environment: 7.0 Service: 7.1, Monday to Sunday 11:00-22:00
Liuzhou Snail Noodles (Fangcun Branch), 14,14, Porridge Noodles, Fangcun, https://www.dianping.com/shop/l6PLVzfy7XbcREAX, Taste: 7.3 Environment: 7.2 Service: 7.3, Monday to Sunday 07:30- 03:00
Luosi Cousin (Yuancun store), 19,15, porridge noodles, Yuancun, https://www.dianping.com/shop/GappFQ2VsoJWn2ic, taste: 7.3 Environment: 7.3 Service: 7.3, Monday to Sunday 10: 00-22:00
Meow Fresh Seafood BBQ, 202,64, seafood, Shiqiao, https://www.dianping.com/shop/l8uo8iL1vyvp3EEY, Taste: 8.7 Environment: 8.6 Service: 8.6, Monday to Sunday 18:00-03:00
Guangdong Chenji Claypot Porridge (Tianhe Tangdong Store), 1153,83, Seafood Hot Pot, Tangxia, https://www.dianping.com/shop/G921ayYgZw22RBvF, Taste: 8.8 Environment: 8.3 Service: 8.4, Monday to Sunday 11:00-24:00
Moneng Crab Pot (China Plaza Store), 992,97, Crab Pot, Zhongshan Ersan Road/Dongshankou, https://www.dianping.com/shop/G5eUT5DcpHu1gZBv, Taste: 8.4 Environment: 8.5 Service: 8.7 , Monday to Sunday 11:00-22:00
Chen Baoji Seafood Restaurant·BBQ Family (Luoxi Branch), 265,113, Seafood, Luoxi, https://www.dianping.com/shop/FzjzvwomG1ooYyqP, Taste: 7.5 Environment: 7.1 Service: 7.0, Monday to Sunday 17:00 -03:00
Lihua Seafood Restaurant, 391,102, seafood, Donghui City/Renrenle, https://www.dianping.com/shop/l7hmOhyO3fKT5pym, Taste: 7.0 Environment: 7.0 Service: 7.0, Monday to Sunday 09:00-14:0017: 00-21:00
Lily Seafood Restaurant (Baiyun Dongping Branch), 547,78, seafood, Jiahe/Hehe, https://www.dianping.com/shop/l5mFX5zbm4v7Fvqe, Taste: 7.1 Environment: 7.2 Service: 7.1, Monday to Sunday 11: 00-14:0017:00-22:00
Liuzhou Snail Noodles (Luoxi Branch), 47,15, fast food, Luoxi, https://www.dianping.com/shop/H3sDhnx4aKuCsGd3, Taste: 7.3 Environment: 7.2 Service: 7.2, Monday to Sunday 11: 00-24:00
Guangzhou Aoyuan Sheraton Hotel·Linlanghui Buffet Restaurant, 1003,228, Buffet, Chimelong/Nancun, https://www.dianping.com/shop/kaAx82Fy4Dc4YbXb, Taste: 8.8 Environment: 9.1 Service: 9.1, Saturday and Sunday 06:30-10:3017:30-22:30Monday to Friday06:30-10:0017:30-22:30
Mr.Fish Fresh Fish and Live Seafood Hot Pot Buffet (Zhengjia Store), 11681,367, Seafood Buffet, Zhengjia Plaza, https://www.dianping.com/shop/G57UI8slfyvKRnXv, Taste: 8.6 Environment: 8.8 Service: 8.9, Monday to Friday 12:00-14:30, 18:00-21:30, Saturday and Sunday 12:00-15:00, 17:30-21:30
Chaojiale Casserole Porridge, Chicken Pot, Mutton Pot (Guogang Building Store), 39,58, Chaoshan Cuisine, Xinshi, https://www.dianping.com/shop/l99rhW1TBiIUXYQD, Taste: 7.2 Environment: 7.1 Service: 7.2, Monday to Sunday 17:00-04:00
Luotai Er Snail Rice Noodles (Dashadi Store), 35, 15, porridge noodles, Dashadi, https://www.dianping.com/shop/l49PHOBIMp8bjAHb, taste: 7.3 Environment: 7.4 Service: 7.4, Monday to all day sunday
Luotai Er Snail Noodles (Shixi Branch), 36, 15, porridge noodles, along Industrial Avenue, https://www.dianping.com/shop/G9QFTC1lAm3yaVhS, taste: 7.2 Environment: 7.3 Service: 7.2, Monday to Sunday 10:00-24:00
Luotianxia Gold Snail Noodles (Aoyuan Store), 151,16, porridge noodles, Shiqiaonan, https://www.dianping.com/shop/l2eoypNnTMmWymaV, Taste: 7.2 Environment: 7.2 Service: 7.1, Monday to Sunday 08:00-24:00
Changlai Xiaoju (ICC Huanmao Tiandi store), 6917, 82, Guangzhou cuisine, Teem City/Sports Center, https://www.dianping.com/shop/FZSlxL6Ar8OQq5ZV, Taste: 8.5 Environment: 8.3 Service: 8.0, Monday to Sunday 11:00-15:0017:00-22:00
Hefu Noodles (Guangzhou Kaisa Store), 1321,35, Noodle House, Tianhebei/Guangzhou East Railway Station, https://www.dianping.com/shop/k5WZ7UwYXrtiGs0n, Taste: 8.7 Environment: 8.9 Service: 8.8, Monday to Sunday 10:00-21:30
Hefu Noodles (Jie Deng Metropolis Store), 1624,37, Noodle House, Beijing Road Commercial District, https://www.dianping.com/shop/H3j0Lqn1xSUqu0Nm, Taste: 8.5 Environment: 8.7 Service: 8.7, Monday to Sunday 10:00-21:30
Chaozhou Yudan Noodles (Yuancun Branch), 41, 14, porridge noodles, Yuancun, https://www.dianping.com/shop/G1WPuEcEE0x5AzA9, Taste: 7.2 Environment: 7.0 Service: 7.1, Monday to Sunday 07 :00-03:00
No. 9 Fishing Village·Seafood Restaurant (Panyu Branch), 251,231, Seafood, Chimelong/Nancun, https://www.dianping.com/shop/laEva0YCfmzLP2Zq, Taste: 8.5 Environment: 8.6 Service: 8.5, Monday to Sunday 10: 00-14:3016:30-22:00
Oyster·Seafood Food Stall·Oyster Specialty Store (Beijing Road Store), 3821,93, Seafood, Beijing Road Commercial District, https://www.dianping.com/shop/H5OgHaWHmU3xRkva, Taste: 8.5 Environment: 8.0 Service: 8.4 , Monday to Sunday 11:00-02:00
Fu Zai Taiwan Pepper Shrimp·Seafood Night Market (No. 5 Helipad Store), 133,94, Seafood, No. 5 Helipad, https://www.dianping.com/shop/G4snT2GDMilT1ch5, Taste: 8.4 Environment: 7.7 Service: 7.8 , Monday to Sunday 17:00-03:00
Lao Su Noodle House, 7,19, Noodle House, Sanyuanli, https://www.dianping.com/shop/k7iJ5Wu7vWP1w72t, Taste: 7.0 Environment: 6.9 Service: 6.9, Monday to Sunday 11:00-23:00
Crab Queen·Secret Crab Claw·Spicy Crab (Wanda Store), 115,69, Meat Crab Pot, Chimelong/Nancun, https://www.dianping.com/shop/k19C0hzH6THQJUj8, Taste: 7.9 Environment: 8.0 Service :8.1, Monday to Sunday 17:00-02:00
Shanquan Mansion·Fashionable and classic premium Cantonese cuisine (Yuancun store), 2265,113, Guangzhou cuisine, Tianhe Park/Shangshe, https://www.dianping.com/shop/l8yzwYeje04NENOu, Taste: 8.2 Environment: 8.1 Service: 7.8 ,Monday to Sunday 11:00-14:0017:00-21:00
OYSTER·HOUSE Oyster Experience Hall (Tianhe Branch), 963,370, Seafood, Teem City/Sports Center, https://www.dianping.com/shop/G3tJyiggw2Pq27dc, Taste: 8.5 Environment: 7.6 Service: 7.9, Monday to Sunday 11 :00-01:30
Super dry pick noodle restaurant (Jingxi store), 54,15, porridge noodles, Tonghe/Jingxi, https://www.dianping.com/shop/G4KHaGSGQeA7SpVb, taste: 7.9 environment: 7.7 service: 8.0, Monday to Sunday 10:00-23:30
Yixijinxing Food Stall·Marinated·Seafood·BBQ, 973,75, Seafood, Longdong/Cencun, https://www.dianping.com/shop/k6P1d6YxJrZRHQmW, Taste: 8.2 Environment: 8.4 Service: 8.4, Monday to Sunday 17:30-24:00
